8289,68
1089,92
6545,55
256,97
7634,42
994,56
8449,72
0,00
6938,26
2852,34
13376,61
2102,36
5026,80
2785,90
9025,66
272,68
7624,78
807,57
7844,33
463,85
7321,60
195,95
12064,33
168,19
6714,22
6982,33
131,98
14130,05
451,96
14827,68
8484,29
19873,62
9867,36
240,69
